mnthborn,yearborn,age,electric,radio,tv,bicycle,educ,ceb,agefbrth,children,knowmeth,usemeth,monthfm,yearfm,agefm,idlnchld,heduc,agesq,urban,urb_educ,spirit,protest,catholic,frsthalf,educ0,evermarr
9,70,18,0.0,0.0,0.0,1.0,10,0,,0,1.0,,,,,2.0,,324,0,0,0,0,1,0,0,0
4,54,34,0.0,1.0,0.0,1.0,1,3,17.0,3,1.0,1.0,7.0,77.0,23.0,4.0,7.0,1156,0,0,1,0,0,1,0,1
2,70,18,0.0,1.0,0.0,1.0,10,0,,0,1.0,1.0,,,,2.0,,324,0,0,0,0,1,1,0,0
1,54,34,0.0,0.0,0.0,0.0,0,5,18.0,5,1.0,,1.0,78.0,24.0,6.0,0.0,1156,0,0,1,0,0,1,1,1
3,72,16,0.0,0.0,0.0,0.0,1,0,,0,1.0,0.0,,,,5.0,,256,0,0,0,0,1,1,0,0
8,65,23,0.0,0.0,0.0,1.0,7,1,20.0,1,1.0,1.0,,,,4.0,,529,1,7,0,1,0,0,0,0
6,51,37,0.0,0.0,0.0,0.0,0,3,21.0,3,1.0,,6.0,70.0,19.0,5.0,0.0,1369,1,0,0,0,1,1,1,1
1,62,26,0.0,1.0,0.0,1.0,7,1,23.0,1,1.0,1.0,,,,4.0,,676,1,7,0,0,0,1,0,0
3,40,48,0.0,0.0,0.0,0.0,6,8,23.0,7,1.0,1.0,10.0,64.0,24.0,4.0,3.0,2304,1,6,0,0,0,1,0,1
8,72,16,0.0,0.0,0.0,0.0,8,0,,0,1.0,1.0,,,,4.0,,256,1,8,0,1,0,0,0,0
12,60,27,0.0,0.0,0.0,0.0,0,3,17.0,3,1.0,1.0,,,,4.0,,729,1,0,1,0,0,0,1,0
4,66,22,0.0,1.0,0.0,0.0,7,1,16.0,1,1.0,1.0,,,,4.0,,484,1,7,1,0,0,1,0,0
5,65,23,0.0,1.0,1.0,0.0,10,1,21.0,1,1.0,1.0,,,,2.0,,529,1,10,0,0,0,1,0,0
1,66,22,0.0,1.0,0.0,0.0,10,0,,0,1.0,1.0,,,,12.0,,484,1,10,0,1,0,1,0,0
5,68,20,0.0,0.0,0.0,0.0,7,1,18.0,1,1.0,0.0,,,,1.0,,400,1,7,0,1,0,1,0,0
9,66,21,0.0,0.0,0.0,0.0,10,1,20.0,1,1.0,1.0,,,,1.0,,441,1,10,0,0,1,0,0,0
6,58,30,0.0,1.0,0.0,1.0,9,1,22.0,1,1.0,1.0,,,,1.0,,900,1,9,0,1,0,1,0,0
2,66,22,0.0,1.0,0.0,1.0,7,0,,0,1.0,1.0,,,,2.0,,484,1,7,0,1,0,1,0,0
9,54,33,0.0,1.0,0.0,0.0,8,2,21.0,2,1.0,1.0,,,,6.0,,1089,1,8,0,1,0,0,0,0
6,64,24,0.0,1.0,0.0,0.0,0,1,16.0,1,1.0,0.0,6.0,88.0,24.0,20.0,12.0,576,1,0,1,0,0,1,1,1
3,46,42,0.0,0.0,0.0,0.0,0,5,22.0,5,1.0,0.0,4.0,69.0,23.0,5.0,0.0,1764,1,0,1,0,0,1,1,1
6,48,40,0.0,1.0,0.0,0.0,0,10,17.0,7,1.0,1.0,10.0,60.0,12.0,4.0,,1600,1,0,0,0,1,1,1,1
6,45,43,0.0,1.0,0.0,0.0,0,5,20.0,5,1.0,1.0,4.0,84.0,38.0,7.0,7.0,1849,1,0,0,1,0,1,1,1
7,68,20,0.0,1.0,0.0,0.0,9,1,18.0,1,1.0,1.0,,,,3.0,,400,1,9,0,1,0,0,0,0
11,62,25,0.0,1.0,0.0,0.0,7,1,20.0,1,1.0,1.0,,,,3.0,,625,1,7,0,0,0,0,0,0
6,54,34,0.0,1.0,0.0,0.0,4,3,20.0,3,1.0,1.0,6.0,74.0,20.0,5.0,0.0,1156,1,4,0,0,1,1,0,1
10,59,28,0.0,1.0,0.0,1.0,10,2,18.0,2,1.0,1.0,,,,4.0,,784,1,10,1,0,0,0,0,0
4,56,32,0.0,0.0,0.0,0.0,7,3,16.0,3,1.0,1.0,,,,4.0,,1024,1,7,0,0,0,1,0,0
2,60,28,0.0,0.0,0.0,0.0,1,2,19.0,2,1.0,1.0,,,,2.0,,784,1,1,1,0,0,1,0,0
8,63,25,0.0,0.0,0.0,0.0,9,2,17.0,1,1.0,1.0,,,,4.0,,625,1,9,0,0,0,0,0,0
9,67,20,0.0,1.0,0.0,0.0,10,1,18.0,1,1.0,1.0,,,,2.0,,400,1,10,0,0,0,0,0,0
9,65,22,0.0,0.0,0.0,0.0,7,0,,0,1.0,1.0,,,,4.0,,484,1,7,0,0,1,0,0,0
1,53,35,0.0,1.0,0.0,0.0,0,4,21.0,4,1.0,0.0,,,,4.0,,1225,1,0,0,1,0,1,1,0
6,58,30,0.0,1.0,0.0,1.0,5,2,19.0,2,1.0,1.0,,,,2.0,,900,1,5,0,0,1,1,0,0
6,62,26,0.0,1.0,0.0,1.0,6,2,21.0,2,1.0,1.0,7.0,84.0,22.0,2.0,,676,1,6,0,0,1,1,0,1
3,69,19,0.0,1.0,0.0,1.0,7,0,,0,1.0,0.0,7.0,87.0,18.0,2.0,7.0,361,1,7,0,1,0,1,0,1
9,67,20,0.0,1.0,0.0,1.0,7,1,18.0,1,1.0,1.0,7.0,84.0,16.0,1.0,7.0,400,1,7,0,0,0,0,0,1
1,51,37,0.0,1.0,0.0,1.0,0,4,19.0,4,1.0,1.0,,,,2.0,,1369,1,0,1,0,0,1,1,0
6,69,19,0.0,1.0,0.0,0.0,7,0,,0,1.0,0.0,8.0,87.0,18.0,6.0,7.0,361,1,7,0,1,0,1,0,1
11,66,21,0.0,1.0,0.0,1.0,10,1,19.0,1,1.0,1.0,,,,2.0,,441,1,10,0,1,0,0,0,0
10,55,32,0.0,1.0,0.0,0.0,7,4,20.0,4,1.0,1.0,,,,4.0,,1024,1,7,1,0,0,0,0,0
3,60,28,0.0,1.0,0.0,0.0,10,2,17.0,2,1.0,1.0,,,,4.0,,784,1,10,1,0,0,1,0,0
11,63,24,0.0,1.0,0.0,0.0,10,1,20.0,1,1.0,1.0,,,,1.0,,576,1,10,1,0,0,0,0,0
5,66,22,0.0,1.0,0.0,0.0,9,0,,0,1.0,1.0,,,,3.0,,484,1,9,1,0,0,1,0,0
6,71,17,0.0,1.0,0.0,0.0,10,0,,0,1.0,1.0,,,,2.0,,289,1,10,0,0,1,1,0,0
10,54,33,0.0,1.0,0.0,0.0,7,2,20.0,2,1.0,1.0,,,,2.0,,1089,1,7,0,1,0,0,0,0
4,62,26,0.0,1.0,0.0,0.0,7,1,20.0,1,1.0,1.0,,,,6.0,,676,1,7,1,0,0,1,0,0
5,69,19,0.0,1.0,0.0,0.0,10,1,18.0,1,1.0,0.0,,,,2.0,,361,1,10,0,0,0,1,0,0
10,71,16,0.0,1.0,0.0,0.0,8,0,,0,1.0,0.0,,,,2.0,,256,1,8,0,1,0,0,0,0
9,63,24,0.0,1.0,0.0,0.0,10,1,18.0,1,1.0,1.0,,,,4.0,,576,1,10,1,0,0,0,0,0
1,58,30,0.0,1.0,0.0,1.0,7,2,23.0,2,1.0,1.0,,,,2.0,,900,1,7,0,1,0,1,0,0
6,70,18,0.0,1.0,0.0,0.0,7,0,,0,1.0,0.0,,,,2.0,,324,1,7,1,0,0,1,0,0
2,68,20,0.0,1.0,0.0,1.0,10,0,,0,1.0,1.0,,,,4.0,,400,1,10,0,0,1,1,0,0
5,70,18,0.0,1.0,0.0,1.0,10,0,,0,1.0,0.0,,,,5.0,,324,1,10,0,0,1,1,0,0
6,62,26,0.0,1.0,0.0,0.0,10,2,18.0,2,1.0,1.0,5.0,79.0,16.0,5.0,10.0,676,1,10,1,0,0,1,0,1
9,56,31,0.0,1.0,0.0,1.0,10,2,22.0,2,1.0,1.0,,,,3.0,,961,1,10,0,0,0,0,0,0
6,62,26,0.0,1.0,0.0,1.0,7,2,15.0,2,1.0,0.0,,,,3.0,,676,1,7,0,0,0,1,0,0
7,54,34,0.0,1.0,1.0,1.0,10,3,21.0,3,1.0,1.0,5.0,78.0,23.0,2.0,4.0,1156,1,10,0,0,0,0,0,1
10,71,16,1.0,1.0,0.0,0.0,11,0,,0,1.0,0.0,,,,2.0,,256,1,11,0,1,0,0,0,0
8,47,41,1.0,1.0,0.0,0.0,10,8,22.0,7,1.0,1.0,8.0,75.0,28.0,,6.0,1681,1,10,0,1,0,0,0,1
1,39,49,0.0,1.0,0.0,0.0,4,1,17.0,1,1.0,0.0,7.0,66.0,27.0,5.0,6.0,2401,1,4,0,1,0,1,0,1
12,66,21,0.0,1.0,0.0,1.0,7,2,17.0,1,1.0,1.0,,,,4.0,,441,1,7,0,0,0,0,0,0
7,62,26,0.0,1.0,0.0,0.0,12,1,23.0,1,1.0,1.0,,,,2.0,,676,1,12,1,0,0,0,0,0
1,66,22,0.0,1.0,0.0,0.0,10,2,19.0,2,1.0,1.0,,,,2.0,,484,1,10,0,1,0,1,0,0
5,67,21,0.0,1.0,0.0,0.0,10,1,19.0,1,1.0,1.0,,,,4.0,,441,1,10,0,0,0,1,0,0
8,65,23,0.0,1.0,0.0,1.0,10,1,20.0,1,1.0,1.0,,,,4.0,,529,1,10,1,0,0,0,0,0
8,68,20,0.0,1.0,0.0,1.0,10,0,,0,1.0,1.0,,,,3.0,,400,1,10,1,0,0,0,0,0
6,70,18,0.0,1.0,0.0,1.0,10,0,,0,1.0,1.0,,,,3.0,,324,1,10,1,0,0,1,0,0
3,51,37,0.0,1.0,0.0,0.0,7,3,21.0,3,1.0,1.0,5.0,69.0,18.0,4.0,10.0,1369,1,7,0,0,1,1,0,1
1,72,16,0.0,1.0,1.0,1.0,9,0,,0,0.0,0.0,,,,0.0,,256,1,9,0,0,1,1,0,0
2,54,34,0.0,0.0,0.0,0.0,0,4,17.0,4,1.0,1.0,,,,4.0,,1156,1,0,0,0,0,1,1,0
7,69,19,0.0,0.0,0.0,0.0,5,0,,0,1.0,0.0,,,,2.0,,361,1,5,0,0,0,0,0,0
12,70,17,0.0,1.0,0.0,0.0,10,0,,0,1.0,0.0,,,,2.0,,289,1,10,0,0,1,0,0,0
10,70,17,0.0,1.0,0.0,0.0,7,0,,0,1.0,,,,,3.0,,289,1,7,1,0,0,0,0,0
7,51,37,0.0,1.0,0.0,0.0,0,4,20.0,3,1.0,1.0,11.0,72.0,21.0,,0.0,1369,1,0,0,0,0,0,1,1
2,69,19,0.0,1.0,0.0,0.0,11,0,,0,1.0,1.0,,,,5.0,,361,1,11,0,1,0,1,0,0
12,71,16,0.0,1.0,0.0,0.0,9,0,,0,1.0,0.0,,,,4.0,,256,1,9,0,1,0,0,0,0
9,49,38,0.0,1.0,0.0,0.0,7,2,19.0,2,1.0,1.0,,,,4.0,,1444,1,7,0,1,0,0,0,0
9,57,31,1.0,1.0,1.0,0.0,14,2,22.0,2,1.0,,5.0,78.0,20.0,2.0,13.0,961,0,0,0,0,0,0,0,1
2,64,24,1.0,1.0,1.0,0.0,17,0,,0,1.0,1.0,,,,4.0,,576,0,0,1,0,0,1,0,0
6,62,26,1.0,1.0,1.0,0.0,17,0,,0,1.0,0.0,,,,2.0,,676,0,0,0,0,1,1,0,0
4,65,23,1.0,1.0,1.0,0.0,17,0,,0,1.0,0.0,,,,1.0,,529,0,0,0,0,0,1,0,0
9,58,30,1.0,1.0,1.0,0.0,17,1,25.0,1,1.0,1.0,12.0,86.0,28.0,3.0,15.0,900,0,0,0,1,0,0,0,1
7,49,39,1.0,1.0,1.0,0.0,17,2,26.0,2,1.0,1.0,4.0,65.0,15.0,4.0,17.0,1521,0,0,0,1,0,0,0,1
4,62,26,1.0,1.0,1.0,0.0,17,1,24.0,0,1.0,1.0,,,,3.0,,676,0,0,1,0,0,1,0,0
11,65,22,1.0,1.0,0.0,1.0,15,0,,0,1.0,1.0,9.0,88.0,22.0,3.0,17.0,484,0,0,1,0,0,0,0,1
3,68,20,1.0,1.0,0.0,0.0,10,0,,0,1.0,1.0,,,,4.0,,400,0,0,0,1,0,1,0,0
12,65,22,1.0,0.0,1.0,0.0,10,0,,0,1.0,0.0,,,,2.0,,484,0,0,1,0,0,0,0,0
6,56,32,0.0,1.0,0.0,0.0,10,3,19.0,3,1.0,1.0,11.0,73.0,17.0,4.0,5.0,1024,0,0,0,1,0,1,0,1
3,56,32,0.0,0.0,0.0,0.0,0,1,18.0,1,1.0,1.0,11.0,79.0,23.0,6.0,0.0,1024,0,0,0,1,0,1,1,1
3,60,28,0.0,0.0,0.0,0.0,0,4,20.0,4,1.0,1.0,,,,4.0,,784,0,0,0,1,0,1,1,0
3,48,40,0.0,1.0,0.0,0.0,5,2,18.0,2,1.0,1.0,11.0,78.0,30.0,6.0,6.0,1600,0,0,0,1,0,1,0,1
1,44,44,0.0,0.0,0.0,0.0,2,1,20.0,1,1.0,0.0,,,,4.0,,1936,0,0,1,0,0,1,0,0
10,73,15,0.0,1.0,0.0,0.0,8,0,,0,1.0,0.0,,,,4.0,,225,0,0,0,1,0,0,0,0
5,71,17,0.0,0.0,0.0,0.0,8,1,15.0,1,1.0,1.0,,,,4.0,,289,0,0,0,0,1,1,0,0
10,71,17,0.0,0.0,0.0,0.0,6,0,,0,1.0,0.0,,,,2.0,,289,0,0,0,0,1,0,0,0
12,51,36,0.0,1.0,0.0,0.0,0,3,20.0,2,1.0,,,,,4.0,,1296,0,0,1,0,0,0,1,0
2,42,46,0.0,1.0,0.0,0.0,0,11,18.0,10,1.0,,1.0,60.0,17.0,10.0,0.0,2116,0,0,1,0,0,1,1,1
6,65,23,0.0,1.0,0.0,0.0,5,1,21.0,1,1.0,1.0,,,,8.0,,529,0,0,1,0,0,1,0,0
4,63,25,0.0,1.0,0.0,0.0,7,2,19.0,2,1.0,1.0,,,,6.0,,625,0,0,1,0,0,1,0,0
4,71,17,0.0,1.0,0.0,0.0,7,0,,0,1.0,0.0,,,,6.0,,289,0,0,1,0,0,1,0,0
6,64,24,0.0,1.0,0.0,0.0,4,3,18.0,3,1.0,1.0,,,,4.0,,576,0,0,1,0,0,1,0,0
6,70,18,0.0,1.0,0.0,0.0,7,0,,0,1.0,1.0,,,,4.0,,324,0,0,0,0,1,1,0,0
3,65,23,0.0,1.0,0.0,0.0,7,1,19.0,1,1.0,1.0,,,,5.0,,529,0,0,0,0,1,1,0,0
3,67,21,1.0,0.0,0.0,0.0,7,1,17.0,1,1.0,1.0,,,,4.0,,441,0,0,0,0,1,1,0,0
6,39,49,0.0,1.0,0.0,0.0,5,9,24.0,8,1.0,1.0,12.0,62.0,23.0,8.0,0.0,2401,0,0,0,0,1,1,0,1
10,68,20,0.0,1.0,0.0,0.0,7,1,19.0,1,1.0,1.0,,,,1.0,,400,0,0,0,1,0,0,0,0
3,58,30,0.0,0.0,0.0,0.0,4,4,16.0,3,1.0,1.0,,,,4.0,,900,0,0,0,1,0,1,0,0
3,44,44,0.0,1.0,0.0,0.0,2,10,19.0,10,1.0,1.0,1.0,62.0,17.0,6.0,0.0,1936,0,0,0,0,1,1,0,1
7,69,19,0.0,1.0,0.0,0.0,7,0,,0,1.0,1.0,,,,4.0,,361,0,0,0,0,1,0,0,0
11,67,20,0.0,1.0,0.0,1.0,7,2,18.0,2,1.0,1.0,,,,3.0,,400,0,0,0,0,1,0,0,0
7,48,40,1.0,0.0,0.0,0.0,2,0,,0,1.0,0.0,,,,5.0,,1600,0,0,1,0,0,0,0,0
2,43,45,0.0,1.0,0.0,0.0,3,6,17.0,4,1.0,0.0,12.0,61.0,18.0,10.0,12.0,2025,0,0,1,0,0,1,0,1
6,47,41,0.0,1.0,0.0,1.0,2,6,20.0,6,1.0,1.0,5.0,69.0,21.0,6.0,2.0,1681,0,0,0,0,1,1,0,1
9,67,21,0.0,1.0,0.0,1.0,7,2,18.0,1,1.0,1.0,,,,4.0,,441,0,0,0,0,1,0,0,0
6,40,48,0.0,1.0,0.0,0.0,12,2,28.0,2,1.0,1.0,,,,6.0,,2304,0,0,0,0,1,1,0,0
5,47,41,0.0,0.0,0.0,0.0,7,2,20.0,2,1.0,1.0,1.0,67.0,19.0,7.0,7.0,1681,0,0,1,0,0,1,0,1
8,68,20,0.0,1.0,0.0,0.0,10,1,19.0,1,1.0,1.0,,,,4.0,,400,0,0,0,0,1,0,0,0
2,46,42,0.0,1.0,0.0,0.0,2,4,16.0,3,1.0,,2.0,82.0,36.0,5.0,0.0,1764,0,0,1,0,0,1,0,1
7,68,20,0.0,1.0,0.0,0.0,10,0,,0,1.0,1.0,,,,5.0,,400,0,0,0,0,1,0,0,0
2,62,26,0.0,0.0,0.0,0.0,0,3,14.0,3,1.0,1.0,1.0,75.0,12.0,7.0,0.0,676,0,0,0,0,1,1,1,1
9,69,19,0.0,1.0,0.0,0.0,6,3,14.0,2,1.0,1.0,,,,4.0,,361,0,0,0,0,1,0,0,0
1,47,41,0.0,0.0,0.0,0.0,0,3,21.0,3,1.0,1.0,,,,4.0,,1681,0,0,0,0,0,1,1,0
9,61,26,0.0,1.0,0.0,0.0,7,1,21.0,1,1.0,1.0,,,,6.0,,676,0,0,1,0,0,0,0,0
3,67,21,0.0,1.0,0.0,1.0,7,1,18.0,1,1.0,1.0,,,,4.0,,441,0,0,1,0,0,1,0,0
8,56,32,0.0,0.0,0.0,0.0,0,1,29.0,1,1.0,0.0,4.0,76.0,19.0,8.0,0.0,1024,0,0,1,0,0,0,1,1
7,60,28,1.0,1.0,0.0,0.0,10,0,,0,1.0,1.0,12.0,79.0,19.0,3.0,10.0,784,0,0,0,0,1,0,0,1
11,41,46,1.0,1.0,0.0,1.0,15,2,21.0,2,1.0,1.0,11.0,62.0,21.0,2.0,18.0,2116,0,0,0,0,0,0,0,1
7,65,23,1.0,1.0,0.0,0.0,17,0,,0,1.0,1.0,,,,2.0,,529,0,0,0,1,0,0,0,0
6,47,41,1.0,1.0,1.0,1.0,15,1,25.0,1,1.0,1.0,1.0,69.0,21.0,1.0,16.0,1681,0,0,0,0,0,1,0,1
9,51,36,1.0,1.0,1.0,1.0,15,4,20.0,4,1.0,1.0,2.0,72.0,20.0,4.0,16.0,1296,0,0,0,1,0,0,0,1
3,59,29,1.0,1.0,1.0,1.0,16,1,27.0,1,1.0,1.0,8.0,85.0,26.0,4.0,18.0,841,0,0,0,0,1,1,0,1
11,71,16,1.0,1.0,1.0,1.0,10,0,,0,1.0,0.0,,,,3.0,,256,0,0,0,0,1,0,0,0
2,59,29,0.0,1.0,0.0,1.0,0,8,16.0,7,1.0,1.0,3.0,74.0,15.0,6.0,0.0,841,0,0,1,0,0,1,1,1
5,56,32,0.0,1.0,0.0,0.0,9,5,19.0,5,1.0,1.0,5.0,75.0,19.0,3.0,0.0,1024,0,0,0,1,0,1,0,1
10,54,33,0.0,0.0,0.0,0.0,0,3,20.0,3,1.0,,9.0,72.0,17.0,8.0,0.0,1089,0,0,1,0,0,0,1,1
12,53,34,0.0,1.0,0.0,1.0,0,5,16.0,4,1.0,1.0,12.0,75.0,22.0,5.0,0.0,1156,0,0,0,0,1,0,1,1
3,73,15,0.0,1.0,0.0,1.0,6,0,,0,0.0,0.0,,,,4.0,,225,0,0,0,0,1,1,0,0
6,49,39,0.0,1.0,0.0,0.0,7,10,19.0,9,1.0,1.0,2.0,70.0,20.0,5.0,0.0,1521,0,0,1,0,0,1,0,1
1,70,18,0.0,1.0,0.0,0.0,7,1,18.0,1,1.0,,5.0,87.0,17.0,5.0,0.0,324,0,0,1,0,0,1,0,1
3,50,38,1.0,1.0,0.0,1.0,12,4,22.0,3,1.0,1.0,2.0,72.0,21.0,4.0,16.0,1444,0,0,0,1,0,1,0,1
3,63,25,0.0,1.0,0.0,1.0,7,2,21.0,2,1.0,,,,,,,625,0,0,1,0,0,1,0,0
9,67,20,0.0,1.0,0.0,1.0,9,0,,0,1.0,,,,,4.0,,400,0,0,1,0,0,0,0,0
8,69,19,1.0,1.0,0.0,1.0,10,0,,0,1.0,,,,,3.0,,361,0,0,0,1,0,0,0,0
1,53,35,0.0,0.0,0.0,0.0,0,7,15.0,7,1.0,0.0,9.0,66.0,13.0,8.0,3.0,1225,0,0,0,0,0,1,1,1
12,72,15,0.0,0.0,0.0,0.0,0,0,,0,1.0,0.0,,,,5.0,,225,0,0,0,0,0,0,1,0
5,70,18,0.0,0.0,0.0,0.0,0,1,17.0,1,1.0,0.0,,,,2.0,,324,0,0,0,0,0,1,1,0
3,55,33,0.0,0.0,0.0,0.0,0,6,15.0,6,0.0,0.0,12.0,70.0,15.0,4.0,,1089,0,0,0,0,0,1,1,1
7,61,27,0.0,0.0,0.0,0.0,0,5,16.0,3,0.0,0.0,,,,1.0,,729,0,0,0,0,0,0,1,0
5,64,24,0.0,0.0,0.0,0.0,0,3,16.0,3,0.0,0.0,,,,10.0,,576,0,0,0,0,0,1,1,0
12,57,30,0.0,0.0,0.0,0.0,2,3,16.0,3,1.0,1.0,,,,6.0,,900,0,0,1,0,0,0,0,0
9,38,49,0.0,0.0,0.0,0.0,0,6,30.0,5,1.0,0.0,12.0,56.0,18.0,6.0,0.0,2401,0,0,0,0,0,0,1,1
10,46,41,0.0,1.0,0.0,0.0,10,8,17.0,6,1.0,1.0,1.0,62.0,15.0,8.0,16.0,1681,0,0,1,0,0,0,0,1
6,70,18,0.0,1.0,0.0,1.0,2,0,,0,1.0,1.0,,,,2.0,,324,0,0,1,0,0,1,0,0
11,63,24,0.0,1.0,0.0,1.0,5,3,15.0,3,1.0,0.0,7.0,83.0,19.0,4.0,0.0,576,0,0,0,0,0,0,0,1
10,58,29,0.0,1.0,0.0,1.0,5,5,18.0,5,1.0,0.0,2.0,78.0,19.0,4.0,0.0,841,0,0,1,0,0,0,0,1
8,60,28,0.0,1.0,0.0,0.0,9,4,17.0,4,1.0,1.0,7.0,79.0,18.0,8.0,6.0,784,0,0,0,1,0,0,0,1
9,61,26,0.0,1.0,0.0,0.0,13,2,23.0,2,1.0,1.0,,,,3.0,,676,0,0,1,0,0,0,0,0
10,41,46,0.0,0.0,0.0,0.0,2,5,17.0,4,1.0,,12.0,63.0,22.0,10.0,0.0,2116,0,0,0,0,0,0,0,1
5,60,28,0.0,1.0,0.0,0.0,0,6,14.0,6,1.0,1.0,7.0,72.0,12.0,4.0,0.0,784,0,0,0,0,0,1,1,1
7,64,24,0.0,0.0,0.0,1.0,0,4,18.0,3,1.0,1.0,,,,,,576,0,0,0,0,0,0,1,0
6,62,26,0.0,0.0,0.0,0.0,0,3,19.0,2,1.0,1.0,7.0,86.0,24.0,6.0,0.0,676,0,0,1,0,0,1,1,1
3,64,24,0.0,1.0,0.0,0.0,7,1,21.0,1,1.0,1.0,,,,1.0,,576,0,0,0,0,0,1,0,0
8,67,21,0.0,1.0,0.0,0.0,7,1,18.0,1,1.0,1.0,,,,6.0,,441,0,0,1,0,0,0,0,0
9,61,26,0.0,0.0,0.0,1.0,7,1,20.0,1,1.0,1.0,,,,4.0,,676,0,0,0,0,0,0,0,0
10,69,18,0.0,1.0,0.0,1.0,8,1,16.0,1,1.0,1.0,,,,4.0,,324,0,0,0,0,0,0,0,0
5,65,23,0.0,1.0,0.0,1.0,3,1,21.0,1,1.0,1.0,,,,10.0,,529,0,0,1,0,0,1,0,0
10,55,32,0.0,1.0,0.0,1.0,10,3,20.0,2,1.0,1.0,9.0,79.0,23.0,4.0,17.0,1024,0,0,0,0,0,0,0,1
1,54,34,0.0,1.0,0.0,0.0,2,5,17.0,5,1.0,1.0,2.0,86.0,32.0,10.0,0.0,1156,0,0,0,0,0,1,0,1
10,68,19,0.0,0.0,0.0,0.0,8,1,17.0,1,1.0,1.0,4.0,88.0,19.0,4.0,0.0,361,0,0,0,0,0,0,0,1
5,42,46,0.0,1.0,0.0,0.0,5,6,18.0,5,1.0,0.0,4.0,62.0,19.0,4.0,,2116,0,0,0,1,0,1,0,1
2,70,18,0.0,1.0,0.0,0.0,7,0,,0,1.0,0.0,,,,4.0,,324,0,0,0,1,0,1,0,0
12,40,47,0.0,1.0,0.0,0.0,1,6,21.0,6,1.0,0.0,1.0,59.0,18.0,10.0,0.0,2209,0,0,0,1,0,0,0,1
10,63,24,0.0,1.0,0.0,0.0,0,2,17.0,2,1.0,0.0,,,,4.0,,576,0,0,1,0,0,0,1,0
11,65,22,0.0,1.0,0.0,0.0,0,1,20.0,1,1.0,1.0,,,,4.0,,484,0,0,1,0,0,0,1,0
1,48,40,0.0,0.0,0.0,0.0,0,7,19.0,7,1.0,1.0,4.0,73.0,25.0,7.0,0.0,1600,0,0,0,0,0,1,1,1
6,70,18,0.0,1.0,0.0,0.0,7,0,,0,1.0,0.0,,,,4.0,,324,0,0,0,0,0,1,0,0
5,70,18,0.0,0.0,0.0,0.0,4,0,,0,1.0,0.0,,,,3.0,,324,0,0,0,0,0,1,0,0
8,43,45,0.0,0.0,0.0,0.0,0,1,20.0,1,1.0,0.0,,,,,,2025,0,0,1,0,0,0,1,0
7,69,19,0.0,1.0,0.0,0.0,2,0,,0,1.0,0.0,,,,3.0,,361,0,0,0,0,0,0,0,0
10,63,24,0.0,1.0,0.0,1.0,10,2,20.0,1,1.0,1.0,,,,4.0,,576,0,0,0,1,0,0,0,0
8,73,15,0.0,1.0,0.0,0.0,7,0,,0,1.0,0.0,,,,2.0,,225,0,0,0,1,0,0,0,0
3,55,33,0.0,0.0,0.0,0.0,0,5,20.0,4,1.0,0.0,6.0,74.0,19.0,20.0,0.0,1089,0,0,0,0,0,1,1,1
10,65,22,0.0,0.0,0.0,0.0,0,0,,0,1.0,0.0,,,,4.0,,484,0,0,0,0,0,0,1,0
8,51,37,0.0,0.0,0.0,0.0,7,4,20.0,4,1.0,1.0,4.0,70.0,18.0,6.0,0.0,1369,0,0,1,0,0,0,0,1
3,53,35,0.0,1.0,0.0,0.0,6,5,16.0,5,1.0,0.0,6.0,70.0,17.0,5.0,0.0,1225,0,0,0,0,0,1,0,1
7,43,45,0.0,1.0,0.0,0.0,1,5,23.0,5,1.0,0.0,7.0,73.0,30.0,5.0,0.0,2025,0,0,0,1,0,0,0,1
5,69,19,0.0,1.0,0.0,0.0,10,1,18.0,1,1.0,,,,,5.0,,361,0,0,0,1,0,1,0,0
9,61,26,0.0,1.0,0.0,0.0,5,3,19.0,3,1.0,1.0,9.0,79.0,18.0,4.0,0.0,676,0,0,0,1,0,0,0,1
6,62,26,0.0,1.0,0.0,0.0,10,2,20.0,2,1.0,1.0,,,,2.0,,676,0,0,1,0,0,1,0,0
6,65,23,0.0,1.0,0.0,0.0,6,2,18.0,2,1.0,1.0,,,,2.0,,529,0,0,1,0,0,1,0,0
3,46,42,0.0,1.0,0.0,0.0,3,4,16.0,4,1.0,,5.0,61.0,15.0,8.0,2.0,1764,0,0,0,1,0,1,0,1
6,56,32,0.0,1.0,0.0,0.0,0,0,,0,1.0,0.0,,,,6.0,,1024,0,0,0,0,1,1,1,0
6,64,24,0.0,1.0,0.0,1.0,8,2,18.0,2,1.0,1.0,,,,4.0,,576,0,0,1,0,0,1,0,0
12,58,29,0.0,0.0,0.0,0.0,0,3,19.0,3,1.0,1.0,3.0,77.0,18.0,10.0,0.0,841,0,0,1,0,0,0,1,1
10,72,15,0.0,1.0,0.0,0.0,7,0,,0,1.0,1.0,,,,4.0,,225,0,0,0,0,0,0,0,0
9,70,17,0.0,0.0,0.0,0.0,9,0,,0,1.0,1.0,,,,4.0,,289,0,0,1,0,0,0,0,0
9,66,21,0.0,1.0,0.0,1.0,5,0,,0,1.0,0.0,,,,4.0,,441,0,0,0,1,0,0,0,0
7,58,30,0.0,1.0,0.0,1.0,10,2,25.0,2,1.0,1.0,,,,4.0,,900,0,0,1,0,0,0,0,0
5,71,17,0.0,1.0,0.0,1.0,6,0,,0,1.0,0.0,,,,4.0,,289,0,0,0,0,1,1,0,0
